Status,Subj,Num,Title Short,Title Long,Type/Instr Met,Level,College,Dept,Cred Hrs,Description
Active,EDU,1008,Applied Behavior Analysis,Overview of Applied Behavior Analysis,Type: Lecture | Instr Met:,UC,PS,CPS,1,"Provides an overview of applied behavior analysis (ABA), which is concerned with the improvement and understanding of human behavior.Focuses on basic concepts and methodologies involved in behaviorism and their application to behavior change within educational settings. Offers students an opportunity to apply behavioral concepts related to education in the K–12 setting through experiential learning opportunities."
Active,EDU,1009,Evidence-Based Practices,Evidence-Based Practices,Type: Lecture | Instr Met:,UC,PS,CPS,1,"Explores specific strategies to help students retain new academic information, stay motivated, and generalize academic skills. Builds upon brain development, behavioral interventions, and educational best practices in K–12 settings to study differentiation within heterogeneous groups through experiential learning opportunities."
Active,EDU,5051,Culture/Equity/Power/Influence,"Culture, Equity, Power, and Influence",Type: Lecture | Instr Met:,UC,PS,CPS,3,"Examines the broad construct of culture and explores how these characteristics impact personal identity, access to education, social mobility, power, and influence. Explores educational institutions as cultural systems and questions concepts at the heart of personal and professional interactions in teaching, learning, curriculum, and administration. Expects students to participate in reflective discussion and begin the personal exploration of their own feelings and experience with culture; to develop competencies spanning cultural and international boundaries; to prepare to be more effective in diverse settings; and to influence and advocate for systemic change."
Active,EDU,5104,Child & Adolescent Development,"Child & Adolescent Development, Learning, and Teaching",Type: Lecture | Instr Met:,UC,PS,CPS,3,"Surveys contemporary educational theory of human learning and accomplished teaching. Offers students an opportunity to develop a working understanding of teaching and learning as they occur in different types of schools and community settings. Investigates how children and adolescents learn, acquire knowledge, and make sense of their experience, as well as theories of teaching or pedagogy—how best to teach for understanding and learning achievement."
Active,EDU,5107,"Inclusion, Equity & Diversity","Inclusion, Equity, and Diversity",Type: Lecture | Instr Met:,UC,PS,CPS,3,"Addresses the range of learning needs of special education legislation, as well as the politics of who is identified and why. Examines students’ own attitudes about teaching children with learning disabilities. Offers students an opportunity to develop skills and strategies for identifying and teaching learning-disabled children. Requires graduate students to demonstrate advanced levels of study and research."
Active,EDU,5978,Independent Study,Independent Study,Type: Individual Instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers independent work under the direction of members of the department on a chosen topic.
Active,EDU,6001,Exp Learn Theory and Practice,Experiential Learning Theory and Practice,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers experiential educators an opportunity to obtain the knowledge, skills, and competencies needed to design and facilitate engaging and meaningful learning experiences. Compares different theoretical foundations for how people learn through experience and how these theories are put into practice using different approaches for teaching through experiences including active learning, inquiry-based learning, service-learning, place-based learning, and project-based learning. Discusses the principles of deeper learning and how to support the development of deeper learning competencies through experiential learning."
Active,EDU,6002,Culturally Responsive Tch/Lrn,Culturally Responsive Experiential Teaching and Learning,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers experiential educators an opportunity to obtain the knowledge, skills, and competencies needed to design and facilitate engaging and meaningful student-centered learning experiences that meet the needs of a diverse range of learners. Explores the constructs of culture, equity, power, and positionality and how educators facilitate the learning of others, it is important to understand who we are and how our own learning experiences shape our practices and perspectives. Also explores how to facilitate social emotional growth, agency, and self-authorship in students through culturally responsive experiential learning."
Active,EDU,6003,App Research Exp Teach & Learn,Applied Research in Experiential Teaching and Learning,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers experiential educators an opportunity to obtain the knowledge, skills, and competencies needed to collect, analyze, and use data as evidence to inform best practices in experiential teaching and learning. Explores the limitations of current assessment and teaching practices, after which learners apply Mind, Brain, and Education (MBE) science, the Understanding by Design (UbD) framework to develop an Experiential Learning (EXL) plan for deeper learning at the classroom, school, or district level. Learners reflect on how the design thinking process can be used to improve the EXL plan through the collection of a mix of multimodal, formative, and summative data collected from a variety of stakeholders. Learners share their EXL plan with relevant stakeholders and incorporate feedback."
Active,EDU,6004,Leading Exp Teaching and Learn,Leading Experiential Teaching and Learning,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers experiential educators an opportunity to obtain the knowledge, skills, and competencies needed to engage in leadership practices to negotiate challenges and opportunities associated with experiential teaching and learning by applying the different leadership frameworks. Explores how to lead successful professional development experiences and how to establish and support effective professional learning communities. Offers students an opportunity to learn how to lead efforts to engage with, leverage, and contribute to different networks dedicated to supporting experiential teaching and learning."
Active,EDU,6050,Education as an Advanced Field,Education as an Advanced Field of Study,Type: Lecture | Instr Met:,GP,PS,CPS,5,"Focuses on the critical evaluation, interpretation, and uses of published research in education as a field of study. Offers students an opportunity to explore the relationship between theory and practice and the changing nature of knowledge, to examine peer-reviewed research articles, to learn the ""rules"" and methods through which these scholarly works are developed, and to begin to apply research findings to real problems and issues in education. As part of this course, students use an ePortfolio as they begin to document their development as scholars, practitioners, and leaders in the field of education."
Active,EDU,6051,Justice Equity Diversity Inclu,"Justice, Equity, Diversity, and Inclusion in Education Settings",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Introduces the concepts of justice, equity, diversity, inclusion, and systemic oppression, especially as they relate to access to education. Explores educational institutions as systems and questions how individuals can be agents of change in teaching, learning, curriculum, and administration. Offers students an opportunity to engage in reflective discussion and begin to explore their own feelings and experiences with diversity, equity, inclusion, justice, and development of cultural intelligence to prepare them to influence and advocate for systemic change."
Active,EDU,6064,Curriculum and Assessment,Curriculum and Assessment,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Presents how curriculum, student performance, and assessment are currently practiced in a variety of school settings with a view toward changing current practice to meet future needs. Offers students an opportunity to learn how to become active players in creating or improving curriculum at the classroom level, the school, or within a whole school district and to be able to link curriculum and assessment directly to student achievement."
Active,EDU,6086,Foundations of Literacy,Foundations of Literacy Development and Instruction,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Introduces fundamental theoretical and practical instructional principles of developing reading, writing, and language arts, grounded in research on cognitive development and language acquisition, and informed by political and sociocultural perspectives. An integrated language model suggests that reading, writing, and thinking be viewed as interrelated, critical processes for exploring and responding to the world. Offers students an opportunity to acquire foundational knowledge of materials, instructional strategies, and assessment tools that support developing literacy and engaging learners."
Active,EDU,6101,Critical Issues in Education,Critical Issues in Education: Past and Present,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Examines the historical, political, economic, and societal roles of schools while interrogating educational policies, inequities, and controversies that impact K–12 education, as well as the classroom and community opportunities for teachers to effect change. Educational experiences and outcomes in the United States are shaped by existing systems and institutional structures."
Active,EDU,6102,Community Engagement in Educ,"Reflection, Community Engagement, and Agency in Education",Type: Lecture | Instr Met:,GP,PS,CPS,2,"Introduces the facets of reflective practice beginning with a dispositional self-assessment to ground an exploration of culturally responsive teaching, culturally and linguistically sustaining practices, and to cultivate an activist mindset. Includes a community-based field component to explore funds of knowledge within specific community contexts to in order to support the development of an asset view of students and families and empower an understanding of dynamic experiential teaching and learning."
Active,EDU,6104,Child & Adolescent Development,"Child and Adolescent Development, Learning, and Teaching",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Surveys contemporary educational theory of human learning and accomplished teaching. Offers students an opportunity to develop a working understanding of teaching and learning as they occur in different types of schools and community settings. Investigates how children and adolescents learn, acquire knowledge, and make sense of their experience, as well as theories of teaching or pedagogy--how best to teach for understanding and learning achievement."
Active,EDU,6107,"Inclusion, Equity & Diversity","Inclusion, Equity, and Diversity",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Addresses the range of learning needs of special education legislation, as well as the politics of who is identified and why. Examines students' own attitudes about teaching children with learning disabilities. Offers students an opportunity to develop skills and strategies for identifying and teaching learning-disabled children. Requires graduate students to demonstrate advanced levels of study and research."
Active,EDU,6122,Teaching the Language Arts,Teaching the Language Arts,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers secondary teachers an opportunity to develop competence and confidence working with diverse students, many of whom appear to read and write only when required to do so. Considers the design and practices of traditional English curricula at the middle and high school level and explores alternative syllabi and unit design as strategies for actively engaging students in the pursuit of meaning in reading and writing as they enhance their skills. Explores the role of research as well as interdisciplinary and collaborative approaches as they relate to curricula in English and the humanities. Requires graduate students to demonstrate advanced levels of study and research."
Active,EDU,6124,Teaching History & Soc Studies,Teaching History and the Social Sciences,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores the intersecting disciplines of history and social studies, including geography, sociology, economics, political science, and history. Emphasizes the interrelatedness of disciplines and the emerging role of middle and high school students as citizens in their school, community, nation, and the world. Examines the challenge of covering all the material deemed essential by state and district curriculum frameworks, while helping one's students become problem solvers and critical thinkers in their analysis of social problems. Requires graduate students to demonstrate advanced levels of study and research."
Active,EDU,6127,Teaching Science,Teaching Science,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines how the evolving nature of science--ideas, theories, concepts, and controversies--relates to diverse middle and high school students and how teachers can use experience-based, problem-centered approaches that engage the range of student learners and help them meet local and state learning goals. Identifies research possibilities within school contexts, both inside and outside the laboratory. Explores curricular frameworks and culturally relevant content to enable teachers to create a learning environment that supports inquiry and problem solving. Analyzes examples of excellent curriculum products, programs, assessments, and technology tools. Offers students an opportunity to develop a curriculum unit including assessment philosophy and practices. Requires graduate students to demonstrate advanced levels of study and research."
Active,EDU,6129,Teaching Math,Teaching Mathematics,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores mathematics teaching methods that are research based, experienced based, and grounded in the contemporary theoretical frameworks influencing mathematics education. Emphasizes issues related to teaching math in an urban school, problem solving, communication, connections, and integrating technology, as well as issues of access and equity, assessment, and cross-content teaching strategies. Requires graduate students to demonstrate advanced levels of study and research."
Active,EDU,6154,Inq in Sciences & Humanities,Inquiry in the Sciences and Humanities,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores methods for enabling children in grades 1-6 to experience the dynamics of scientific investigation as they develop their abilities to make thoughtful observation and make meaning of the results of those observations. Examines methods and materials, pedagogies, and assessment strategies that foster integrated learning across the sciences, social sciences, and humanities."
Active,EDU,6155,Inquiry in Mathematics,Inquiry in Mathematics,Type: Lecture | Instr Met:,GP,PS,CPS,4,Explores methods for teaching mathematics in grades 1-6 that are research and experience based and grounded in the contemporary theoretical frameworks influencing mathematics education. Designed to increase students' knowledge of mathematics as it simultaneously explores the intrinsic nature of math and methods for relating it to children. Emphasizes approaches to teaching mathematics that engage diverse populations of children.
Active,EDU,6162,"Lang, Culture & Literacy Mid/H","Language, Culture, and Literacy in Middle and High Schools",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the interrelationships among language, culture, and identity and explores the implications of those relationships for effective teaching in middle schools and high schools. Considers issues of linguistic diversity within their broad sociopolitical and philosophical contexts, emphasizing how language discrimination functions within the context of other forms of systematic oppression in our society. Explores the processes of identity development in the context of schooling and literacy performance. Also examines methods of helping linguistically diverse students to develop their oral and written language abilities within a learning environment that draws upon and celebrates their native language abilities and traditions. Requires graduate students to demonstrate advanced levels of study and research."
Active,EDU,6182,Educational Statistics,Educational Statistics,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Focuses on concepts and methods used in applications of introductory statistics in education. Emphasizes applications to problems in education that are not covered in statistics courses elsewhere and do not involve derivations of statistical techniques. Covers frequency measures, measures of central and general location, measures of variation and probability and their use in making inferences, setting confidence levels, type one and type two errors, tests of significance inclusive of one- and two-sample t-tests, one- and two-way analyses of variance and chi square, correlational techniques inclusive of linear and multiple regression, and analysis of covariance and nonparametric statistics."
Active,EDU,6183,Strategies for Classroom Mgmt,Collaborative Strategies for Effective Classroom Management,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Explores best practices in classroom organization and behavior management. Topics range from developing student-centered classrooms, routines, and space to strategies for managing transitions, classroom dynamics, individual behaviors, and positive behavioral support systems. Offers participants an opportunity to think critically and plan for a collaborative and productive classroom learning community."
Active,EDU,6184,Interdisciplinary Foundations,Interdisciplinary Foundations,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Provides orientation through three areas of focus: reflection and self-assessment to inform the course selection process; exposure to a broad vision of the contemporary workplace and the competencies required for career success as individuals, members of organizations, and as global citizens; and development of an individual Professional Learning Plan (PLP). Includes a variety of academic and career-related support systems as students embark on a journey that builds on past experiences while providing opportunities for reflection as they develop goals for the future."
Active,EDU,6185,Eng-Lang Lrners Gen Ed Clsrm,English-Language Learners in the General Education Classroom,Type: Lecture | Instr Met:,GP,PS,CPS,4,Designed to introduce K–12 general educators to skills that enable them to work more effectively with English language learners in their classrooms. Explores the history of bilingual education in the United States and other programs used to teach English language learners. Offers participants the opportunity to develop sheltered English instructional strategies to scaffold lessons that can be used in any classroom setting where English language learners are present. Offers participants an opportunity to plan Sheltered English Immersion (SEI) lessons in a Sheltered Instructional Observation Protocol (SIOP) template using the World-Class Instructional Development and Design English Language Development (WIDA ELD) Standards. This course meets DESE requirements for the Sheltered English Immersion (SEI) endorsement.
Active,EDU,6201,Landscape of Higher Education,The Landscape of Higher Education,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Seeks to provide the foundation to understand the structure, governance, and operations of institutions of higher education, as well as the roles, functions, and interactions of various administrative positions and offices. Through scholarly publications, research articles, and theories, offers students an opportunity to prepare to work and advance effectively within higher education by appreciating its complex organizational structure and its historical context. Assesses how these constructs are subject to today's environmental, financial, technological, and competitive pressures; considers how higher education might implement innovation and change; and offers students an opportunity to design strategies for change."
Active,EDU,6202,Faculty/Curric/Academic Comm,"Faculty, Curriculum, and Academic Community",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines collaborative approaches to developing and improving both curriculum and the delivery of that curriculum. Faculty and curriculum are not only the core of an institution of higher education, they are also what make institutions of higher education unique from any other type of organization. Topics include academic structure and governance within the context of the wider university community in not-for profit and for-profit institutions. Examines faculty unions, academic freedom, tenure, and the increasing role of adjuncts. Assesses how administration, faculty, and staff interact in an integrated, collegial environment."
Active,EDU,6203,Educatn Law/Policy/Finance,"Education Law, Policy, and Finance",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers an overview of the major aspects of the legal, political, and financial environment that impact institutions of higher education, which are affected by laws and policies that range from access, affordability, readiness, and completion to gainful employment. Offers students an opportunity to learn multiple approaches for addressing these requirements, for understanding and influencing policy development at all levels, and for navigating higher education's financial complexities, both internal and external."
Active,EDU,6204,Higher Education Foundations,The Foundations of Higher Education,Type: Lecture | Instr Met:,GP,PS,CPS,5,"Offers students an opportunity to obtain a foundation to understand the structure, governance, and operations of institutions of higher education in the United States. Students examine peer-reviewed articles, study the rules and methods through which scholarly works are developed, and begin to apply research findings to real problems and issues in higher education. Through critical evaluation, interpretation, and uses of published research, assesses higher education’s complex organizational structure. Examines how these constructs are subject to today’s environmental, financial, technological, and competitive pressures; considers how higher education may implement innovation; and analyzes strategies for adaption. Offers students an opportunity to learn to use an ePortfolio to document their development as scholar-practitioners."
Active,EDU,6205,Demograph New College Student,The Demographics of the New College Student,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to understand the changing demographics of students who matriculate at higher education institutions, such as first-generation college students, veterans, international students, and adult learners. Explores strategies and theories for college student access and success."
Active,EDU,6216,The College Student Experience,The College Student Experience,Type: Lecture | Instr Met:,GP,PS,CPS,4,Explores how various student development theories can be leveraged to positively impact learners' social and academic success in higher education.
Active,EDU,6217,History Colleges/Universities,The History of Colleges and Universities,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores the historical origins of higher education in the United States, from the colonial era to the present. Focuses on an array of topics including liberal arts, graduate education, community colleges, historically black colleges and universities, Hispanic-serving institutions, study abroad, international students, online education, religious-affiliated institutions, and professional higher education associations."
Active,EDU,6218,Financial Mgmt in Higher Edu,Money Matters: Financial Management in Higher Education,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to develop the practical skills and competencies necessary to build and manage budgets, advocate for and allocate both human/financial resources, and effectively articulate how strategic initiatives translate into budget requests. Linking theory to practice, successful students develop core financial management competencies while also being exposed to how colleges/universities approach critical fiduciary responsibilities. Developing both a conceptual and practical understanding of the financial management strategies employed within today’s changing landscape of higher education is critical to professional success."
Active,EDU,6219,Higher Educ Law and Policy,Higher Education Law and Policy,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers an overview of the major aspects of the legal and political environments that impact institutions of higher education, ranging from access, affordability, readiness, and completion to gainful employment. Offers students an opportunity to learn multiple approaches for addressing these requirements and understanding and influencing policy development at all levels, both internal and external."
Active,EDU,6221,Enrollmnt/Retentn/Grad/Success,"Enrollment, Retention, Graduation, Success",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Considers the mission of an institution as inseparably linked to student success. Simply identifying, recruiting, and enrolling students is no longer a measure of institutional or academic success. With demographics changing, institutional finances straining, and student loan debt increasing, it is strategically important, and difficult, to find the right students, support them, retain them, and have them graduate prepared for gainful employment. Taught from a systems thinking perspective, examines the multifold ways to consider cost and academic effectiveness. Emphasizes the use of data for decision making, along with policies, practices, and strategies needed to improve an institution's academic reputation and, ultimately, graduation rates."
Active,EDU,6222,Contemporary Issues Capstone,Contemporary Issues Capstone,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to reflect on their development as scholars, practitioners, and leaders in the field of higher education. Students apply knowledge developed throughout the program to various contemporary issues in higher education. Requires students to demonstrate mastery of content through a significant project and present their final ePortfolios to showcase their work."
Active,EDU,6223,Change Agency,Change Agency,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines change management theories and strategies across disciplines. Students apply course work to their own unique contexts. Offers students an opportunity to identify a change they wish to make in their own environment and explore strategies they can utilize as individuals, resulting in the articulation and implementation of a plan to create change in their workplace."
Active,EDU,6224,Strategic Leader in Enroll Mgt,Strategic Leadership in Enrollment Management,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the multifold strategies in student enrollment including predictive analytics models, branding and marketing, access and affordability, and communication with internal and external constituents. Taught from a systems-thinking perspective."
Active,EDU,6225,Capstone,Capstone,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to reflect on concentration-specific work, considering their development as scholars, practitioners, and leaders in the field of education. Requires students to demonstrate mastery of content through practicum or a significant project adapted to the professional requirements of each concentration. After a thorough process of feedback and revision, students are required to present their final ePortfolios in a public forum to showcase their work and demonstrate achievement of program competencies."
Active,EDU,6226,Budget Development,Budget Development,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Offers students an opportunity to engage in a budget development process by selecting a focus area, identifying and articulating a vision for a new initiative/department, and creating a plan for implementation. Students then design, build, and defend a budget proposal in order to fund their initiative."
Active,EDU,6227,The New Supervisor,The New Supervisor,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Explores leadership, group dynamics, change management, and staff motivation within the field of higher education. Assuming a supervisory role over an established staff creates challenges and opportunities. Students draw from their professional contexts and engage in the process of developing a plan of action for assuming leadership in a new environment."
Active,EDU,6228,Supervising Through Change,Supervising Through Change,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Explores topics such as the role of the supervisor during change, change management theories, communication strategies, leadership, and management techniques in the field of higher education. Leading a team through a change in organizational structure, philosophy, or shift in duties creates unique challenges for supervisors. Offers students an opportunity to navigate the challenge of motivating their staff through an identified change by creating an action plan."
Active,EDU,6229,Challenges in Supervision,Challenges in Supervision,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Explores topics around motivating difficult employees, communication techniques, management techniques, action plans, and power dynamics in the field of higher education.Offers students an opportunity to navigate the challenge of working with an underperforming employee."
Active,EDU,6231,Crisis Management,Crisis Management,Type: Lecture | Instr Met:,GP,PS,CPS,2,Offers students an opportunity to identify a potential crisis relevant to their workplace or engage in a simulated crisis experience. Crisis can occur in any job function in higher education administration. Students develop and implement a tabletop exercise to stress-test their crisis management plan.
Active,EDU,6232,Mid-Level Strategic Planning,Midlevel Strategic Planning,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Offers students an opportunity to develop departmental strategic plans. Includes goals, objectives, forms of assessments, and development of a multipronged approach toward achieving departmental goals."
Active,EDU,6233,Survey Design,Survey Design,Type: Lecture | Instr Met:,GP,PS,CPS,2,"Reviews how to build a survey that assesses the intended outcome efficiently, effectively, and accurately. Topics include logic, branching, customization, and writing better survey questions. Designing a survey is a basic requirement for assessing the effectiveness of programs and initiatives. Poorly constructed surveys can yield misleading results. Offers students an opportunity to utilize survey tools."
Active,EDU,6234,Program Eval/Assess/Accred,"Program Evaluation, Assessment, and Accreditation in Higher Education",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Examines the purpose and goals of program evaluation. Offers students an opportunity to explore the different methodologies of program evaluation and the application of results for continuous improvement at their workplace. Reviews various assessment tools, such as NSSE surveys and campus climate surveys. Also explores the role and purpose of accreditation associations and the impact on colleges and universities."
Active,EDU,6236,Higher Educ Data and Decisions,Data Decision Making in Higher Education,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Introduces students to descriptive data analysis and data visualization techniques. Examines ethical considerations, communication around data, and effective uses of data through an equity lens. Addresses questions such as how data should inform decision making, what story data tells and how, and what data reflects and omits."
Active,EDU,6300,Intro Language & Linguistics,Introduction to Language and Linguistics,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores the foundations of language and linguistics. Discusses theories of the origins of language and compares reading and writing systems of English and other languages. Offers students an opportunity to learn phonology (how sounds are produced), how English works in patterns (linguistics and phonetics), how meaning is conveyed (semantics), and how languages are used (pragmatics). Seeks to provide a foundation for courses related to teaching English as a second language."
Active,EDU,6310,Literacy Development,Literacy Development and the Academic Domains,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers students an opportunity to learn how to adapt their instruction to the language needs of the students in their classes. Reading, writing, speaking, and listening are the keys to academic success for students for whom English is not the first language. It is critical to understand the research about early literacy development, vocabulary development, process writing, peer editing, comprehension and metacognition, content reading, and literacy assessment. Students read the research, discuss the theory behind the research findings, and have an opportunity to learn how to apply those findings to the unique content and skill challenges they will face as classroom teachers."
Active,EDU,6312,TESOL Practicum and Seminar,TESOL Practicum and Seminar,Type: Lecture | Instr Met:,GP,PS,CPS,5,"Focuses on learning how to plan lessons, design activities, and assess English-language learners. Offers students an opportunity to become familiar with techniques for promoting interaction, providing feedback, utilizing textbooks and other materials, developing one’s own materials, dealing with mixed-ability-level groups, and incorporating strategy training in lessons to better manage a classroom. Demonstrates formal and informal assessment methods for both receptive and productive skills, and explores strategies used for addressing student errors in the classroom. Students observe and report on an ESL class/program and develop a syllabus for an ESL class of their choosing. Provides a field-based assessment of teaching performance."
Active,EDU,6319,How People Learn,How People Learn,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Introduces the research and science of learning, integrating theory with case studies about learning principles and high-impact practices. Learning takes place in all stages of life: teenagers who go directly from high school to college, adults who ""stop out"" and return to school after years of work or family commitments, and even retirees who pursue learning made possible by expanded leisure time. Some education takes place formally within higher education; other opportunities are informal, sponsored by organizations such as museums and libraries or available for free online. Focuses on learning in online and mobile environments."
Active,EDU,6321,Models for Learning Design,Models for Learning Design,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Offers an orientation to learning design as art and science. Design has the capacity to support or detract from learning and, therefore, the design process itself needs to be intentional and evidence driven. Participants experiment with putting learning principles and high-impact practices into action within online and mobile learning scenarios. Investigates the many settings in which learning design takes place and considers the interplay between context and design methodology."
Active,EDU,6323,Technology Medium for Learning,Technology as a Medium for Learning,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Investigates the role that technology can play in transforming the learning experience. Emphasizes interactive approaches that increase learner access, persistence, and engagement and designs that yield evidence of learning. In addition to investigating research relevant to media design, such as visual-auditory processing, cognitive load, and universal design, the course introduces protocols for aligning technology strategy with learning goals and learner needs. Offers students an opportunity to experiment with a suite of emerging technologies and then to develop an online, media-rich learning environment."
Active,EDU,6324,Assessment/Learning Analytics,"Competencies, Assessment, and Learning Analytics",Type: Lecture | Instr Met:,GP,PS,CPS,4,"Analyzes the intended outcomes of education, how we will know if we've made a difference, and what we can do to improve learning along the way. These hard but important questions are at the heart of learning design. The act of assessment verifies that learning has taken place, but it also provides opportunities for refining plans and improving student learning. Some strategies are easily implemented, while others require advanced expertise. Covers recent advances in technology that make it possible to gather a wealth of data on how people interact within the environments in which they learn, recording each click of the mouse. In education, the use of this data to improve learning is referred to as ""learning analytics."""
Active,EDU,6328,Policy and Leadership,Policy and Leadership,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Designed to engage students in systems thinking, specifically about how education policies at the federal and state levels impact teaching and learning in elementary and secondary schools. Studies the fundamentals of how policy is created and implemented and analyzes the ways in which competing visions of the purpose of public education frame policy debates and outcomes. Focuses on a variety of contemporary policy initiatives. Offers students an opportunity to evaluate the effectiveness of specific policies that relate closely to their professional roles and to seek to identify and practice the skills educators need in order to assume leadership roles in directly and indirectly influencing policy."
Active,EDU,6329,Connecting Theory and Practice,Connecting Theory and Practice,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Involves participants in ePortfolio-based reflection regarding professional goals, progress toward program- and concentration-level competencies, and opportunities for connecting theory and practice. Investigates the ""integrative knowledge"" approach to evidence-based learning, reflection, and professional identity development. With input and feedback from peers, faculty, and the student's professional environment, participants then have an opportunity to develop a plan for experiential learning. The plan describes a three-to-five-month workplace-based, scholar-practitioner experience that is responsive to the needs of the employer, yet also steeped in the contemporary issues, science, and theory of learning design."
Active,EDU,6330,Digital Media Literacy,Digital Media Literacy,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Addresses how K-12 educators learn and use digital media literacy to prepare students for the world of tomorrow. Introduces students to innovative teaching and assessment practices as well as theoretical and philosophical orientations around participatory culture and literacies. Examines the interrelationships between cultural competencies, traditional literacy, research skills, technological skills, and critical thinking skills. Explores the role of ethics, authentic assessments of student learning, and differentiation of instruction in K-12 contexts. Requires graduate students to demonstrate advanced levels of study, application, and research."
Active,EDU,6331,E-Learning Design Collab Prof,E-Learning Design as a Collaborative Profession,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores the process of working with others to identify strategic directions about an institution's vision for the future, investment of resources, and distinctiveness; to benefit from multiple perspectives and sets of expertise, such as educators, technologists, and institutional researchers; and to respond constructively to conflicting visions and interests. Online and mobile learning is a complex venture. At the program level, key players collaborate on the development of curricula that often need to be vetted at many levels of the institution. E-learning designers often play a critical role in the project management of program and course development. Offers students an opportunity to consider their individual strengths and growth areas as collaborators."
Active,EDU,6332,Open Learning,Open Learning,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Investigates the history, philosophy, and theoretical perspectives of open learning. While face-to-face classrooms have physical limits on how many people can attend, millions of people can access the same materials at the same time using online and mobile environments. Early innovators on the Web proclaimed that ""information wants to be free."" This perspective is the heart and soul of open learning, whose mission often includes global and affordable access to education. Analyzes whether an open approach is appropriate for the learning scenario, the strategy for sustainability, if the learning experience is equally viable across cultural and economic demographics. Takes a case-study approach that investigates and critically analyzes open learning exemplars. Expects students to design and develop an open learning experience."
Active,EDU,6333,Social Media and Beyond,Social Media and Beyond,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Explores pedagogically sound practices for using social media to improve learning. Learning is enhanced when course participants have an opportunity to forge communities of interest, leveraging collaborative relationships to expand and deepen inquiry. When deftly designed and implemented, social media can increase the engagement of learners and the impact of an experience. Offers participants an opportunity to experiment with a range of social media applications."
Active,EDU,6334,Foundations Learning Exp Desgn,Foundations of Learning Experience Design,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Designed to orient students to the learning design profession and introduces the foundational elements of learning experience design. Emphasizes core theories, design frameworks, and delivery methodologies. Offers students an opportunity to practice introductory design-related skills."
Active,EDU,6335,Adv Practice Learng Exp Design,Advanced Practices in Learning Experience Design,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Guides students through an entire learning design planning process. Includes an initial analysis of needs; the design of aligned objectives, learning strategies, and assessments; and resource development, delivery methods, implementation, and evaluation planning. Emphasizes creation of authentic learning-based solutions to identify problems of practice using design models that align with scope, content, learning context, and learner."
